City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,parakou,9.3372,2.6303,296.49,20,2,3.54,BJ,1702337458
364,hasaki,35.7333,140.8333,285.53,88,100,11.32,JP,1702337073
365,giyani,-23.3025,30.7187,293.68,98,100,2.25,ZA,1702337459
366,homer,59.6425,-151.5483,275.09,61,40,3.6,US,1702336980
367,bamboo flat,11.7,92.7167,300.2,83,40,1.03,IN,1702337126
368,fort scott,37.8398,-94.7083,283.1,44,0,3.26,US,1702337460
369,mukalla,14.5425,49.1242,295.85,67,41,1.74,YE,1702337075
370,kumertau,52.7667,55.7833,245.09,87,8,2.1,RU,1702337461
371,caleta de carquin,-11.0925,-77.6267,293.45,85,9,4.01,PE,1702337463
372,sujiatun,41.6592,123.3392,258.25,61,0,2.0,CN,1702337360
373,funadhoo,6.15,73.2667,300.33,79,93,3.87,MV,1702337465
374,kattivakkam,13.2167,80.3167,298.2,75,91,4.25,IN,1702337130
375,nuku'alofa,-21.1333,-175.2,302.34,58,20,5.14,TO,1702337466
376,ouarzazat,30.9189,-6.8934,287.31,30,0,1.54,MA,1702337466
377,lihue,21.9789,-159.3672,301.73,78,20,4.12,US,1702337118
378,enewetak,11.3474,162.3373,300.98,78,14,8.26,MH,1702337116
379,vallenar,-28.5708,-70.7581,296.28,43,0,1.49,CL,1702337468
380,trooz,50.5703,5.6938,282.14,93,75,4.12,BE,1702337468
381,colon,9.3592,-79.9014,298.66,88,39,2.24,PA,1702337470
382,puerto leguizamo,-0.1934,-74.7819,297.03,95,92,0.55,CO,1702337471
383,as sulayyil,20.4607,45.5779,288.29,28,43,3.06,SA,1702337119
384,dazhou,31.2159,107.5009,283.23,81,98,1.89,CN,1702337471
385,nzega,-2.479,29.5564,286.08,94,94,1.51,RW,1702337472
386,nar'yan-mar,67.6713,53.087,258.98,92,100,8.08,RU,1702337082
387,kongwa,-6.2,36.4167,292.55,93,99,1.38,TZ,1702337473
388,luderitz,-26.6481,15.1594,291.74,53,0,9.41,NA,1702337114
389,bandon,51.7469,-8.7425,282.92,92,100,3.87,IE,1702337474
390,ceeldheer,3.8488,47.1806,299.2,83,33,5.71,SO,1702337475
391,ouani,-12.1322,44.4258,300.38,80,81,5.13,KM,1702337475
392,kassala,15.451,36.4,299.21,30,83,2.96,SD,1702337476
393,mahanoro,-19.9,48.8,297.56,91,35,1.81,MG,1702337476
394,walvis bay,-22.9575,14.5053,289.68,88,18,4.12,NA,1702337068
395,puerto deseado,-47.7503,-65.8938,284.48,79,83,5.17,AR,1702337139
396,salahonda,2.1019,-78.7217,299.36,89,52,4.47,CO,1702337478
397,nanakuli,21.3906,-158.1547,302.12,68,75,5.66,US,1702337478
398,nyurba,63.2842,118.3319,243.48,98,100,2.46,RU,1702337479
399,wiradesa,-6.8922,109.619,299.84,70,84,2.52,ID,1702337480
400,padangsidempuan,1.3667,99.2667,295.34,98,100,0.12,ID,1702337480
401,richards bay,-28.783,32.0377,292.57,94,84,2.28,ZA,1702337060
402,lulea,65.5842,22.1547,265.19,93,100,2.06,SE,1702337482
403,oppdal,62.5943,9.6912,263.32,86,71,3.94,NO,1702337482
404,loen,7.7601,168.2307,301.02,74,73,8.81,MH,1702336876
405,shannon,52.7039,-8.8642,282.67,93,75,3.6,IE,1702337484
406,grand falls-windsor,48.9332,-55.6649,286.76,89,100,3.13,CA,1702337484
407,nekrasovskiy,56.0667,37.5,266.05,79,75,7.0,RU,1702337485
408,amahai,-3.3333,128.9167,302.17,69,92,1.94,ID,1702337486
409,pamekasan,-7.1568,113.4746,301.08,74,100,1.59,ID,1702337486
410,mont-laurier,46.5501,-75.4993,266.94,82,89,3.37,CA,1702337487
411,mumbwa,-14.9783,27.0619,292.51,85,100,1.83,ZM,1702337487
412,susangerd,31.5608,48.1831,293.14,30,89,1.66,IR,1702337488
413,chisec,15.8167,-90.2833,292.9,99,100,1.05,GT,1702337488
414,el dorado,38.7666,-120.5177,287.39,54,68,1.74,US,1702337291
415,kapoeta,4.7717,33.5903,303.49,34,63,5.01,SS,1702337489
416,goundam,16.4145,-3.6708,294.23,19,0,5.08,ML,1702337490
417,nadi,-17.8,177.4167,302.15,51,40,5.66,FJ,1702337143
418,sidney,-33.8679,151.2073,302.34,64,75,4.63,AU,1702337456
419,quesnel,52.9999,-122.5029,273.43,80,100,5.14,CA,1702337492
420,piti village,13.4626,144.6933,302.98,77,40,6.17,GU,1702337492
421,havre,49.5833,0.3333,285.02,87,100,3.09,FR,1702337493
422,gokwe,-18.2048,28.9349,293.02,80,90,2.88,ZW,1702337493
423,bejaia,36.7559,5.0843,285.75,82,0,5.14,DZ,1702337494
424,kloulklubed,7.0419,134.2556,302.43,79,91,5.14,PW,1702337494
425,codajas,-3.8367,-62.0569,297.13,98,100,0.59,BR,1702337495
426,urangan,-25.3,152.9,298.84,60,82,6.11,AU,1702337495
427,mocimboa,-11.3167,40.35,298.83,91,100,2.21,MZ,1702337496
428,santana,-0.0583,-51.1817,302.25,74,20,3.6,BR,1702337496
429,fada,9.5667,8.3,291.5,25,3,3.37,NG,1702337497
430,champerico,14.3,-91.9167,301.1,74,2,2.79,GT,1702337497
431,ronneby,56.21,15.276,274.43,100,100,4.63,SE,1702337498
432,tarko-sale,64.9225,77.785,246.53,89,100,4.65,RU,1702337133
433,scarborough,54.2797,-0.4044,275.88,92,39,2.03,GB,1702337364
434,la ronge,55.1001,-105.2842,261.29,61,20,6.17,CA,1702337096
435,huacho,-11.1067,-77.605,293.43,84,8,3.85,PE,1702337500
436,burgas,42.5061,27.4678,275.21,100,100,4.12,BG,1702337500
437,afua,-0.1567,-50.3867,298.35,90,91,2.6,BR,1702337501
438,kirensk,57.7853,108.1119,240.35,99,98,0.45,RU,1702337084
439,newnham,-41.3833,147.1333,294.63,64,99,2.57,AU,1702337502
440,kalabo,-14.97,22.6814,294.26,82,96,1.07,ZM,1702337502
441,guangyuan,32.442,105.823,279.39,78,1,0.91,CN,1702337503
442,saldanha,-33.0117,17.9442,289.18,90,63,8.9,ZA,1702337096
443,el bolson,-41.9667,-71.5167,283.94,98,99,1.81,AR,1702337503
444,pathein,16.7833,94.7333,295.29,91,10,2.41,MM,1702337131
445,fereydun kenar,36.6864,52.5225,286.61,79,100,5.1,IR,1702337504
446,yamada,39.4667,141.95,278.61,94,100,3.22,JP,1702337505
447,itoman,26.1247,127.6694,295.58,90,75,8.23,JP,1702337505
448,boa vista,2.8197,-60.6733,304.14,58,40,2.57,BR,1702337483
449,tianshui,34.5439,105.6897,271.45,64,2,3.0,CN,1702337506
450,akureyri,65.6835,-18.0878,264.11,92,20,0.0,IS,1702337100
451,saint-philippe,-21.3585,55.7679,296.92,81,61,4.62,RE,1702337074
452,laguna,38.421,-121.4238,290.43,46,0,2.06,US,1702337072
453,san antonio,29.4241,-98.4936,292.21,28,0,3.09,US,1702337400
454,benghazi,32.1167,20.0667,292.02,63,91,6.68,LY,1702337509
455,pokaran,26.9167,71.9167,290.83,24,30,2.44,IN,1702337509
456,tazovsky,67.4667,78.7,247.69,95,100,3.89,RU,1702337074
457,grand-bassam,5.2118,-3.7388,301.13,82,15,2.73,CI,1702337510
458,fortuna,40.5982,-124.1573,287.23,91,0,5.14,US,1702337511
459,karratha,-20.7377,116.8463,299.08,44,0,2.91,AU,1702337142
460,nanga eboko,4.6833,12.3667,292.83,68,63,0.64,CM,1702337512
461,yantzaza,-3.8278,-78.7594,294.37,98,47,0.45,EC,1702337512
462,sinop,41.7711,34.8709,280.2,83,99,1.05,TR,1702337513
463,fort dodge,42.4975,-94.168,277.05,56,0,2.57,US,1702337513
464,karukh,34.4811,62.5863,277.08,75,4,4.39,AF,1702337514
465,linxia chengguanzhen,35.6003,103.2064,272.48,40,2,1.41,CN,1702337514
466,kavaratti,10.5669,72.642,301.1,76,93,2.76,IN,1702337515
467,puerto maldonado,-12.6,-69.1833,299.37,83,75,1.54,PE,1702337515
468,rawson,-43.3002,-65.1023,290.55,49,62,2.47,AR,1702337451
469,mega,4.05,38.3,290.4,63,82,3.3,ET,1702337516
470,yarkovo,57.4028,67.0786,240.3,99,7,1.16,RU,1702337517
471,ola,59.5833,151.2833,265.5,89,100,5.14,RU,1702337081
472,buala,-8.145,159.5921,302.58,65,99,0.96,SB,1702337518
473,ulsteinvik,62.3432,5.8487,274.43,83,12,2.24,NO,1702337518
474,tan-tan,28.438,-11.1032,292.9,28,66,2.51,MA,1702337519
475,sandnessjoen,66.0217,12.6316,257.44,76,2,6.38,NO,1702337136
476,villa huidobro,-34.8383,-64.5869,302.81,24,6,8.07,AR,1702337520
477,newman,37.3138,-121.0208,289.95,45,96,2.24,US,1702337520
478,barra de santo antonio,-9.4047,-35.5072,297.75,77,3,6.42,BR,1702336871
479,sinabang,2.4803,96.3801,298.95,82,98,1.19,ID,1702337091
480,howrah,22.5892,88.3103,289.15,88,0,2.06,IN,1702337521
481,varennes-vauzelles,47.0168,3.1404,285.88,99,100,2.06,FR,1702337522
482,latakia,35.5148,35.7768,287.25,76,0,3.5,SY,1702337523
483,ortaca,36.8294,28.7708,284.04,100,40,2.06,TR,1702337523
484,el porvenir,13.7617,-87.3458,296.66,69,17,2.92,HN,1702337524
485,bubaque,11.2833,-15.8333,301.17,63,2,5.42,GW,1702337088
486,jabor,5.921,169.6434,299.85,87,99,7.7,MH,1702337525
487,sulak,43.2734,47.5146,277.11,79,100,16.37,RU,1702337525
488,ziguinchor,12.5833,-16.2719,295.26,52,0,2.69,SN,1702337526
489,pong,19.1493,100.2752,293.87,97,20,0.47,TH,1702337526
490,kapa'a,22.0752,-159.319,302.14,83,20,4.12,US,1702337077
491,rome,34.257,-85.1647,280.13,60,0,0.89,US,1702337526
492,beaufort,5.3473,115.7455,299.07,87,10,1.29,MY,1702337528
493,vadso,70.0744,29.7487,263.24,79,20,5.14,NO,1702337122
494,svetlograd,45.3353,42.8547,275.59,86,100,9.73,RU,1702337529
495,colonia,50.9333,6.95,282.57,82,100,3.09,DE,1702337127
496,machulishchy,53.7788,27.5948,271.03,98,100,5.71,BY,1702337530
497,eyl,7.9803,49.8164,297.93,72,81,7.52,SO,1702337109
498,harjavalta,61.3167,22.1333,266.0,95,97,2.78,FI,1702337531
499,uttarkashi,30.7333,78.45,280.48,24,7,2.67,IN,1702337531
500,mena,51.5217,32.2157,273.85,100,100,4.54,UA,1702337532
501,sfizef,35.2346,-0.2444,285.87,33,78,1.75,DZ,1702337532
502,nizhneudinsk,54.9076,99.0276,238.79,99,11,0.71,RU,1702337080
503,sola,-13.8833,167.55,299.57,62,99,6.93,VU,1702337533
504,katabu,-4.9333,122.5167,301.1,78,92,0.4,ID,1702337534
505,lompoc,34.6391,-120.4579,295.38,65,0,7.2,US,1702337097
506,swiebodzice,50.8598,16.3282,280.06,80,97,6.94,PL,1702337535
507,la mana,-0.9333,-79.2167,298.82,91,93,0.61,EC,1702337536
508,kuala terengganu,5.3302,103.1408,301.12,83,40,3.09,MY,1702337320
509,bouar,5.934,15.596,293.11,31,99,2.94,CF,1702337537
510,maceio,-9.6658,-35.7353,297.84,94,0,2.57,BR,1702337538
511,mujiayingzi,42.1167,118.7833,258.53,76,59,0.9,CN,1702337538
512,hueyapan,18.8667,-98.6667,289.25,68,100,2.31,MX,1702337539
513,awjilah,29.1081,21.2869,287.62,76,28,4.57,LY,1702337540
514,barra dos coqueiros,-10.9089,-37.0386,300.16,78,0,6.69,BR,1702337540
515,jiuquan,39.7432,98.5174,273.88,14,55,2.49,CN,1702337541
516,arkhangel'sk,64.5401,40.5433,259.21,77,40,3.0,RU,1702336807
517,ribeira brava,32.65,-17.0667,294.26,45,78,1.02,PT,1702337071
518,greenville,35.6127,-77.3663,279.16,82,0,0.0,US,1702337407
519,cromer,52.9312,1.2989,278.23,87,33,3.27,GB,1702337543
520,muurame,62.1333,25.6667,264.46,96,100,2.44,FI,1702337543
521,novodvinsk,64.4165,40.8122,259.01,94,100,3.1,RU,1702337544
522,mar del plata,-38.0023,-57.5575,295.28,88,0,13.86,AR,1702337146
523,devonport,-41.1667,146.35,293.76,78,100,0.45,AU,1702337545
524,hilo,19.7297,-155.09,299.4,90,100,2.06,US,1702337140
525,el granada,37.5027,-122.4694,291.09,64,0,6.69,US,1702337546
526,corner brook,48.9667,-57.9484,289.24,82,100,11.04,CA,1702337547
527,tolanaro,-25.0319,46.9987,298.19,94,20,3.09,MG,1702337055
528,rib mountain,44.9128,-89.6754,267.4,87,100,5.14,US,1702337548
529,santa cruz,-17.8,-63.1667,302.85,65,40,5.14,BO,1702337292
530,tralee,52.2704,-9.7026,280.78,94,100,2.22,IE,1702337075
531,tarrafal de sao nicolau,16.5667,-24.3667,298.1,64,16,4.98,CV,1702337550
532,pihuamo,19.2499,-103.3828,301.09,55,80,3.77,MX,1702337550
533,jiazi,22.8779,116.067,296.03,78,1,1.93,CN,1702337551
534,page,36.9147,-111.4558,280.03,32,0,0.89,US,1702337537
535,camargo,27.6667,-105.1667,289.7,23,2,1.91,MX,1702337552
536,santa isabel,-23.3156,-46.2214,294.99,93,94,2.27,BR,1702337103
537,vrede,-27.4257,29.1659,282.62,97,83,1.79,ZA,1702337553
538,labytnangi,66.6572,66.4183,247.47,98,100,3.5,RU,1702337553
539,sechura,-5.5569,-80.8222,296.09,70,13,7.34,PE,1702337554
540,maragogi,-9.0122,-35.2225,299.25,74,0,5.82,BR,1702337555
541,nova vicosa,-17.8919,-39.3719,298.83,82,81,7.74,BR,1702337069
542,puerto plata,19.7934,-70.6884,300.1,83,20,0.0,DO,1702337556
543,dauphin,51.1494,-100.0502,269.23,63,100,7.72,CA,1702337556
544,marsabit,2.3284,37.9899,293.06,66,94,4.5,KE,1702337557
545,kendari,-3.945,122.4989,298.84,91,99,1.14,ID,1702337393
546,pemangkat,1.1667,108.9667,300.27,81,97,3.39,ID,1702337558
547,cacule,-14.5033,-42.2222,298.26,29,36,2.58,BR,1702337558
548,sooke,48.3746,-123.7276,281.85,85,99,5.14,CA,1702337559
549,loushanguan,28.1375,106.82,284.08,94,88,1.24,CN,1702337559
550,baoshan,46.5586,131.4244,252.4,87,100,1.66,CN,1702337560
551,hami,42.8,93.45,270.22,57,100,2.79,CN,1702337096
552,ndola,-12.9587,28.6366,292.9,92,98,0.45,ZM,1702337561
553,port saint john's,-31.6229,29.5448,293.34,87,99,1.93,ZA,1702337079
554,tamandare,-8.7597,-35.1047,298.21,78,2,3.44,BR,1702337561
555,labrador city,52.9463,-66.9114,267.1,93,100,2.06,CA,1702337097
556,lakatoro,-16.0999,167.4164,300.84,58,100,4.82,VU,1702337562
557,arona,28.0996,-16.681,290.83,49,0,4.12,ES,1702337563
558,mariehamn,60.0973,19.9348,271.38,86,100,5.66,AX,1702337450
559,tocopilla,-22.092,-70.1979,294.43,66,50,2.83,CL,1702337514
560,ebon,4.582,168.6964,300.26,84,93,8.61,MH,1702337564
561,fort-de-france,14.6089,-61.0733,299.12,89,75,5.14,MQ,1702337565
562,shalkar,47.8288,59.6258,249.73,56,0,7.74,KZ,1702337565
563,manokwari,-0.8667,134.0833,300.68,73,100,2.23,ID,1702337116
564,okha,53.5739,142.9478,252.51,86,62,9.78,RU,1702337113
565,isanlu-itedoijowa,8.2667,5.8333,298.8,40,71,2.1,NG,1702337566
566,ubari,26.5921,12.7805,284.65,37,0,3.76,LY,1702337567
567,chandler,33.3062,-111.8412,295.97,18,0,2.06,US,1702337355
568,kuqa,41.7278,82.9364,270.75,55,85,1.14,CN,1702337568
569,palu,-0.8917,119.8707,301.29,78,57,0.44,ID,1702337568
570,nikel,69.4128,30.222,259.25,98,33,3.42,RU,1702337569
571,willows,39.5243,-122.1936,289.98,40,42,1.06,US,1702337408
